subject,predicate,rtype,object
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasSpiciness,value,Mild
MushroomTopping,isToppingOf,some,Pizza
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,TomatoTopping
NonVegetarianPizza,hasTopping,some,MeatTopping
OliveTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,isToppingOf,hasValue,Pizza
Parmense,hasBase,some,PizzaBase
Parmense,hasTopping,some,AsparagusTopping
Parmense,hasTopping,some,HamTopping
Parmense,hasTopping,some,ParmesanTopping
Parmense,hasTopping,some,TomatoTopping
ParmesanTopping,hasSpiciness,only,Mild
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,isToppingOf,some,Pizza
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,some,Pizza
PetitPoisTopping,hasSpiciness,some,Mild
PetitPoisTopping,isToppingOf,some,Pizza
PineKernels,hasSpiciness,some,Mild
PineKernels,isToppingOf,some,Pizza
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,isToppingOf,some,Pizza
PrinceCarlo,hasBase,some,PizzaBase
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,CheeseTopping
RealItalianPizza,hasBase,some,ThinAndCrispyBase
RealItalianPizza,hasCountryOfOrigin,some,Country
RedOnionTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,exactly,Medium
RocketTopping,isToppingOf,some,Pizza
Rosa,hasBase,some,PizzaBase
RosemaryTopping,hasSpiciness,hasValue,Mild
Siciliana,hasBase,some,PizzaBase
Siciliana,hasTopping,some,AnchoviesTopping
Siciliana,hasTopping,some,ArtichokeTopping
Siciliana,hasTopping,some,GarlicTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
Siciliana,hasTopping,some,OliveTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,Pizza
SloppyGiuseppe,hasTopping,some,TomatoTopping
Soho,hasBase,some,PizzaBase
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
SpicyPizza,hasSpiciness,some,Hot
SpicyPizza,hasTopping,some,PepperTopping
SpicyPizza,hasTopping,some,SauceTopping
SpicyPizzaEquivalent,hasSpiciness,some,Hot
SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping
SpicyTopping,hasSpiciness,some,Hot
SpinachTopping,hasSpiciness,some,Mild
SpinachTopping,isToppingOf,some,Pizza
SundriedTomatoTopping,hasSpiciness,exactly,Mild
SweetPepperTopping,hasSpiciness,only,Mild
ThinAndCrispyBase,isBaseOf,only,Pizza
ThinAndCrispyPizza,hasBase,some,ThinAndCrispyBase
VegetableTopping,isToppingOf,some,Pizza
VegetarianPizza,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent1,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent2,hasBase,some,PizzaBase
VegetarianTopping,hasIngredient,only,VegetableTopping
GreenPepperTopping,hasSpiciness,only,Mild
TobascoPepperSauce,isToppingOf,some,Pizza
Food,hasCountryOfOrigin,only,Country
IceCream,hasTopping,some,FruitTopping
Giardiniera,hasBase,some,PizzaBase
NamedPizza,hasBase,some,PizzaBase
Cajun,hasTopping,some,MozzarellaTopping
FruttiDiMare,hasBase,some,PizzaBase
PepperTopping,hasSpiciness,some,Mild
OnionTopping,hasSpiciness,hasValue,Medium
DomainConcept,hasCountryOfOrigin,some,Country
SultanaTopping,hasSpiciness,some,Medium
Pizza,hasBase,some,PizzaBase
UnclosedPizza,hasBase,some,PizzaBase
PolloAdAstra,hasTopping,some,CajunSpiceTopping
Thing,hasBase,some,PizzaBase
NutTopping,hasSpiciness,some,Mild
SauceTopping,hasSpiciness,some,Spiciness
PizzaTopping,isToppingOf,some,Pizza
HamTopping,isToppingOf,some,Pizza
TomatoTopping,hasSpiciness,some,Mild
PizzaBase,isBaseOf,some,Pizza
FishTopping,hasIngredient,some,MixedSeafoodTopping
Veneziana,hasTopping,some,MozzarellaTopping
ValuePartition,hasSpiciness,some,Spiciness
