subject,predicate,rtype,object
FourSeasons,hasTopping,only,(AnchoviesTopping or CaperTopping or OliveTopping)
FourSeasons,hasTopping,some,CaperTopping
FourSeasons,hasTopping,some,MozzarellaTopping
FourSeasons,hasTopping,some,MushroomTopping
FourSeasons,hasTopping,some,TomatoTopping
FruitTopping,isToppingOf,only,Pizza
FruitTopping,isToppingOf,some,Pizza
FruttiDiMare,hasBase,only,PizzaBase
FruttiDiMare,hasTopping,only,TomatoTopping
FruttiDiMare,hasTopping,some,GarlicTopping
FruttiDiMare,hasTopping,some,MixedSeafoodTopping
FruttiDiMare,hasTopping,some,TomatoTopping
GarlicTopping,hasSpiciness,only,Medium
Giardiniera,hasBase,only,PizzaBase
Giardiniera,hasTopping,only,(MozzarellaTopping or MushroomTopping or PeperonataTopping or PetitPoisTopping or SlicedTomatoTopping)
Giardiniera,hasTopping,some,OliveTopping
GoatsCheeseTopping,hasSpiciness,some,Mild
GorgonzolaTopping,hasSpiciness,some,Mild
GorgonzolaTopping,isToppingOf,only,Pizza
GorgonzolaTopping,isToppingOf,some,Pizza
GreenPepperTopping,hasSpiciness,only,Mild
GreenPepperTopping,isToppingOf,only,Pizza
GreenPepperTopping,isToppingOf,some,Pizza
HerbSpiceTopping,isToppingOf,only,Pizza
HerbSpiceTopping,isToppingOf,some,Pizza
Hot,hasSpiciness,only,Hot
Hot,hasSpiciness,some,Hot
HotGreenPepperTopping,hasSpiciness,hasValue,Hot
HotGreenPepperTopping,hasSpiciness,only,Hot
HotGreenPepperTopping,isToppingOf,only,Pizza
HotGreenPepperTopping,isToppingOf,some,Pizza
HotSpicedBeefTopping,hasSpiciness,only,Hot
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,isToppingOf,some,Pizza
IceCream,hasTopping,only,FruitTopping
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,some,PizzaBase
LaReine,hasTopping,only,(MozzarellaTopping or MushroomTopping)
LaReine,hasTopping,some,HamTopping
LaReine,hasTopping,some,MozzarellaTopping
LaReine,hasTopping,some,OliveTopping
LaReine,hasTopping,some,TomatoTopping
LeekTopping,hasSpiciness,some,Mild
LeekTopping,isToppingOf,some,Pizza
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,only,MozzarellaTopping
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,isToppingOf,only,Pizza
MeatTopping,isToppingOf,some,Pizza
MeatyPizza,hasTopping,some,MeatTopping
Mild,hasSpiciness,hasValue,Mild
Mild,hasSpiciness,only,Mild
MixedSeafoodTopping,hasSpiciness,only,Mild
MixedSeafoodTopping,isToppingOf,only,Pizza
MixedSeafoodTopping,isToppingOf,some,Pizza
MozzarellaTopping,hasCountryOfOrigin,some,Country
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,isToppingOf,some,Pizza
Mushroom,hasBase,some,PizzaBase
Mushroom,hasTopping,only,TomatoTopping
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasSpiciness,value,Mild
MushroomTopping,isToppingOf,some,Pizza
NamedPizza,hasBase,only,PizzaBase
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,only,(CaperTopping or OliveTopping)
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NonVegetarianPizza,hasTopping,some,MeatTopping
OliveTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,isToppingOf,hasValue,Pizza
ParmaHamTopping,isToppingOf,only,Pizza
Parmense,hasBase,some,PizzaBase
Parmense,hasTopping,only,(AsparagusTopping or TomatoTopping)
Parmense,hasTopping,some,AsparagusTopping
Parmense,hasTopping,some,HamTopping
Parmense,hasTopping,some,MozzarellaTopping
Parmense,hasTopping,some,ParmesanTopping
Parmense,hasTopping,some,TomatoTopping
ParmesanTopping,hasSpiciness,only,Mild
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,isToppingOf,only,Pizza
PeperonataTopping,isToppingOf,some,Pizza
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,only,Pizza
PeperoniSausageTopping,isToppingOf,some,Pizza
PetitPoisTopping,hasSpiciness,some,Mild
PetitPoisTopping,isToppingOf,some,Pizza
PineKernels,hasSpiciness,some,Mild
PineKernels,isToppingOf,only,Pizza
PineKernels,isToppingOf,some,Pizza
Pizza,hasBase,some,PizzaBase
Pizza,hasIngredient,some,PizzaBase
Pizza,hasIngredient,some,PizzaTopping
Pizza,hasSpiciness,some,Medium
Pizza,hasTopping,some,PizzaTopping
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasSpiciness,some,Hot
PolloAdAstra,hasTopping,only,(ChickenTopping or GarlicTopping or MozzarellaTopping or RedOnionTopping or SlicedTomatoTopping or SweetPepperTopping)
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,PepperTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,isToppingOf,only,Pizza
PrawnsTopping,isToppingOf,some,Pizza
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,only,(LeekTopping or MozzarellaTopping or RosemaryTopping or TomatoTopping)
PrinceCarlo,hasTopping,some,ParmesanTopping
PrinceCarlo,hasTopping,some,RosemaryTopping
PrinceCarlo,hasTopping,some,VegetableTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,(CheeseTopping or PizzaTopping)
RealItalianPizza,hasBase,only,ThinAndCrispyBase
RealItalianPizza,hasBase,some,ThinAndCrispyBase
RealItalianPizza,hasCountryOfOrigin,some,Country
RedOnionTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,exactly,Medium
RocketTopping,isToppingOf,only,Pizza
RocketTopping,isToppingOf,some,Pizza
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,only,(GorgonzolaTopping or MozzarellaTopping or TomatoTopping)
Rosa,hasTopping,some,CheeseTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,hasValue,Mild
Siciliana,hasBase,some,PizzaBase
Siciliana,hasTopping,only,(AnchoviesTopping or GarlicTopping or MozzarellaTopping or OliveTopping or TomatoTopping)
Siciliana,hasTopping,some,AnchoviesTopping
Siciliana,hasTopping,some,ArtichokeTopping
Siciliana,hasTopping,some,GarlicTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
Siciliana,hasTopping,some,OliveTopping
SlicedTomatoTopping,hasSpiciness,only,Mild
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,Pizza
SloppyGiuseppe,hasBase,some,PizzaBase
SloppyGiuseppe,hasTopping,only,(GreenPepperTopping or MozzarellaTopping or OnionTopping)
SloppyGiuseppe,hasTopping,some,HotSpicedBeefTopping
SloppyGiuseppe,hasTopping,some,MozzarellaTopping
SloppyGiuseppe,hasTopping,some,OnionTopping
SloppyGiuseppe,hasTopping,some,TomatoTopping
Soho,hasBase,some,PizzaBase
Soho,hasTopping,only,(OliveTopping or RocketTopping or TomatoTopping)
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
SpicyPizza,hasSpiciness,some,Hot
SpicyPizza,hasTopping,some,PepperTopping
SpicyPizza,hasTopping,some,SauceTopping
SpicyPizzaEquivalent,hasSpiciness,some,Hot
SpicyPizzaEquivalent,hasTopping,only,HerbSpiceTopping
SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping
SpicyTopping,hasSpiciness,some,Hot
SpinachTopping,hasSpiciness,only,Mild
SpinachTopping,hasSpiciness,some,Mild
SpinachTopping,isToppingOf,only,Pizza
SpinachTopping,isToppingOf,some,Pizza
SultanaTopping,hasSpiciness,only,Medium
SundriedTomatoTopping,hasSpiciness,exactly,Mild
SweetPepperTopping,hasSpiciness,only,Mild
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,isBaseOf,only,Pizza
ThinAndCrispyBase,isBaseOf,some,Pizza
ThinAndCrispyPizza,hasBase,only,ThinAndCrispyBase
ThinAndCrispyPizza,hasBase,some,ThinAndCrispyBase
TobascoPepperSauce,hasSpiciness,some,Hot
TobascoPepperSauce,isToppingOf,only,Pizza
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasIngredient,some,MozzarellaTopping
VegetableTopping,isToppingOf,only,Pizza
VegetableTopping,isToppingOf,some,Pizza
VegetarianPizza,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent1,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent2,hasBase,some,PizzaBase
VegetarianTopping,hasIngredient,only,VegetableTopping
Veneziana,hasBase,only,PizzaBase
Veneziana,hasCountryOfOrigin,only,Country
Veneziana,hasTopping,only,(CaperTopping or OliveTopping or OnionTopping or PineKernels or SultanaTopping)
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,TomatoTopping
ValuePartition,hasSpiciness,some,Spiciness
PizzaBase,isBaseOf,some,Pizza
FishTopping,hasIngredient,some,MixedSeafoodTopping
Food,hasCountryOfOrigin,only,Country
PizzaTopping,isToppingOf,some,Pizza
TomatoTopping,hasSpiciness,some,Mild
Thing,hasBase,some,PizzaBase
OnionTopping,hasSpiciness,hasValue,Medium
HamTopping,isToppingOf,some,Pizza
SauceTopping,hasSpiciness,some,Spiciness
NutTopping,hasSpiciness,some,Mild
PepperTopping,hasSpiciness,some,Mild
DomainConcept,hasCountryOfOrigin,some,Country
