subject,predicate,rtype,object
FruitTopping,isToppingOf,only,NamedPizza
FruitTopping,isToppingOf,some,NamedPizza
FruttiDiMare,hasBase,some,PizzaBase
FruttiDiMare,hasTopping,only,TomatoTopping
FruttiDiMare,hasTopping,some,GarlicTopping
FruttiDiMare,hasTopping,some,MixedSeafoodTopping
GarlicTopping,hasSpiciness,some,Medium
GarlicTopping,hasTopping,some,VegetableTopping
GarlicTopping,isIngredientOf,some,PizzaTopping
Giardiniera,hasBase,exactly 1,PizzaBase
Giardiniera,hasBase,only,PizzaBase
Giardiniera,hasIngredient,some,Food
Giardiniera,hasSpiciness,some,Spiciness
Giardiniera,hasTopping,some,VegetableTopping
GorgonzolaTopping,hasIngredient,some,CheeseTopping
GorgonzolaTopping,hasSpiciness,some,Mild
GorgonzolaTopping,isToppingOf,some,NamedPizza
GreenPepperTopping,hasTopping,some,PepperTopping
HamTopping,hasIngredient,some,HamTopping
HamTopping,hasTopping,some,MeatTopping
HamTopping,isToppingOf,some,NamedPizza
HerbSpiceTopping,hasIngredient,some,Food
HerbSpiceTopping,hasSpiciness,some,Spiciness
HerbSpiceTopping,hasTopping,some,HerbSpiceTopping
Hot,hasSpiciness,some,Spiciness
HotGreenPepperTopping,hasSpiciness,some,Hot
HotGreenPepperTopping,hasTopping,only,GreenPepperTopping
HotGreenPepperTopping,hasTopping,some,GreenPepperTopping
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,isToppingOf,some,NamedPizza
IceCream,hasIngredient,some,FruitTopping
IceCream,hasTopping,some,FruitTopping
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,only,PizzaBase
LaReine,hasBase,some,PizzaBase
LaReine,hasIngredient,only,VegetableTopping
LaReine,hasIngredient,some,HamTopping
LaReine,hasIngredient,some,TomatoTopping
LaReine,hasTopping,some,CheeseTopping
LaReine,hasTopping,some,VegetableTopping
LeekTopping,hasIngredient,only,VegetableTopping
LeekTopping,hasIngredient,some,VegetableTopping
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,hasIngredient,some,MeatTopping
MeatTopping,hasSpiciness,some,Spiciness
MeatTopping,hasTopping,some,MeatTopping
Mild,hasBase,only,PizzaBase
Mild,hasBase,some,PizzaBase
Mild,hasSpiciness,only,Mild
Mild,hasSpiciness,some,Mild
Mild,hasTopping,some,PizzaTopping
MixedSeafoodTopping,hasSpiciness,some,Mild
MixedSeafoodTopping,isToppingOf,some,NamedPizza
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasTopping,some,CheeseTopping
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasIngredient,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,only,NamedPizza
MushroomTopping,isToppingOf,some,NamedPizza
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,only,MozzarellaTopping
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NutTopping,hasSpiciness,some,Mild
NutTopping,hasTopping,some,NutTopping
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasIngredient,some,OliveTopping
OliveTopping,hasSpiciness,some,Mild
OliveTopping,hasTopping,some,OliveTopping
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,only,HamTopping
ParmaHamTopping,hasIngredient,some,HamTopping
ParmaHamTopping,hasSpiciness,only,Mild
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,hasTopping,some,PizzaTopping
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
Parmense,hasBase,only,PizzaBase
Parmense,hasIngredient,some,CheeseTopping
Parmense,hasTopping,some,MeatTopping
Parmense,hasTopping,some,VegetableTopping
ParmesanTopping,isToppingOf,only,NamedPizza
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,(Medium or Spiciness)
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasTopping,some,VegetableTopping
PineKernels,hasCountryOfOrigin,some,Food
PineKernels,hasTopping,some,NutTopping
PineKernels,isIngredientOf,some,PizzaTopping
Pizza,hasBase,some,PizzaBase
Pizza,hasCountryOfOrigin,some,DomainConcept
Pizza,hasIngredient,some,PizzaBase
Pizza,hasIngredient,some,PizzaTopping
Pizza,hasTopping,some,Food
PizzaBase,hasCountryOfOrigin,some,Food
PizzaBase,hasIngredient,some,PizzaTopping
PizzaBase,hasSpiciness,some,Spiciness
PizzaBase,hasTopping,some,PizzaTopping
PizzaBase,isBaseOf,some,NamedPizza
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasIngredient,some,CajunSpiceTopping
PolloAdAstra,hasSpiciness,some,Medium
PolloAdAstra,hasTopping,only,SweetPepperTopping
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,ChickenTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,PepperTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PrawnsTopping,hasIngredient,some,PrawnsTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,hasTopping,only,FishTopping
PrawnsTopping,hasTopping,some,FishTopping
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,some,CheeseTopping
PrinceCarlo,hasTopping,some,HerbSpiceTopping
PrinceCarlo,hasTopping,some,VegetableTopping
QuattroFormaggi,hasBase,only,PizzaBase
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,CheeseTopping
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,some,TomatoTopping
RedOnionTopping,hasSpiciness,only,Medium
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasTopping,some,VegetableTopping
RedOnionTopping,isIngredientOf,some,OnionTopping
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,some,Medium
RocketTopping,hasTopping,some,VegetableTopping
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,only,(GorgonzolaTopping or MozzarellaTopping)
Rosa,hasTopping,some,CheeseTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasIngredient,some,NamedPizza
RosemaryTopping,hasIngredient,some,PizzaTopping
RosemaryTopping,hasSpiciness,some,Mild
SauceTopping,hasTopping,only,PizzaTopping
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasIngredient,only,Food
Siciliana,hasTopping,some,FishTopping
Siciliana,hasTopping,some,VegetableTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,hasTopping,some,TomatoTopping
SlicedTomatoTopping,isToppingOf,some,NamedPizza
SloppyGiuseppe,hasBase,only,PizzaBase
SloppyGiuseppe,hasIngredient,only,Food
SloppyGiuseppe,hasSpiciness,only,Spiciness
SloppyGiuseppe,hasTopping,only,PizzaTopping
SloppyGiuseppe,hasTopping,some,Food
Soho,hasBase,some,PizzaBase
Soho,hasIngredient,some,Food
Soho,hasTopping,some,PizzaTopping
Spiciness,hasSpiciness,only,Spiciness
SpinachTopping,hasTopping,some,VegetableTopping
SultanaTopping,hasSpiciness,some,Medium
SultanaTopping,isToppingOf,some,NamedPizza
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,hasTopping,some,TomatoTopping
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasIngredient,some,PizzaTopping
ThinAndCrispyBase,hasTopping,some,PizzaTopping
TobascoPepperSauce,hasSpiciness,only,Hot
TobascoPepperSauce,isIngredientOf,some,PizzaTopping
TobascoPepperSauce,isToppingOf,some,NamedPizza
TomatoTopping,hasIngredient,some,TomatoTopping
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,hasTopping,some,TomatoTopping
TomatoTopping,isToppingOf,some,NamedPizza
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasBase,some,PizzaBase
UnclosedPizza,hasCountryOfOrigin,some,MozzarellaTopping
UnclosedPizza,hasIngredient,some,MozzarellaTopping
UnclosedPizza,hasTopping,some,MozzarellaTopping
ValuePartition,hasIngredient,some,Pizza
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasTopping,some,PizzaTopping
Veneziana,hasBase,some,PizzaBase
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasTopping,some,FruitTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,NutTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,TomatoTopping
Food,hasBase,some,PizzaBase
CheeseTopping,isToppingOf,some,NamedPizza
PizzaTopping,hasTopping,some,CheeseTopping
NamedPizza,hasBase,exactly 1,PizzaBase
PepperTopping,hasTopping,some,VegetableTopping
DomainConcept,hasSpiciness,some,Spiciness
