subject,predicate,rtype,object
MixedSeafoodTopping,hasSpiciness,some,Mild
MixedSeafoodTopping,isToppingOf,some,NamedPizza
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasTopping,some,CheeseTopping
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasIngredient,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,some,NamedPizza
NutTopping,hasSpiciness,some,Mild
NutTopping,hasTopping,some,NutTopping
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasIngredient,some,OliveTopping
OliveTopping,hasSpiciness,some,Mild
OliveTopping,hasTopping,some,VegetableTopping
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,some,HamTopping
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,hasTopping,some,PizzaTopping
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,Medium
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasTopping,some,VegetableTopping
PineKernels,hasCountryOfOrigin,some,Food
PineKernels,hasTopping,some,NutTopping
PineKernels,isIngredientOf,some,PizzaTopping
PrawnsTopping,hasIngredient,some,PrawnsTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,hasTopping,some,FishTopping
PrinceCarlo,hasBase,some,PizzaBase
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,some,TomatoTopping
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasTopping,some,VegetableTopping
RedOnionTopping,isIngredientOf,some,OnionTopping
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,some,Medium
RocketTopping,hasTopping,some,VegetableTopping
RosemaryTopping,hasIngredient,some,NamedPizza
RosemaryTopping,hasIngredient,some,PizzaTopping
RosemaryTopping,hasSpiciness,some,Mild
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasIngredient,some,Food
SlicedTomatoTopping,hasIngredient,some,TomatoTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,NamedPizza
Soho,hasBase,some,PizzaBase
Soho,hasIngredient,some,Food
Soho,hasTopping,some,PizzaTopping
SpinachTopping,hasTopping,some,VegetableTopping
SundriedTomatoTopping,hasIngredient,some,TomatoTopping
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasTopping,some,PizzaTopping
TomatoTopping,hasIngredient,some,TomatoTopping
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,isToppingOf,some,NamedPizza
ValuePartition,hasIngredient,some,Pizza
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasTopping,some,PizzaTopping
Veneziana,hasCountryOfOrigin,some,Country
TobascoPepperSauce,hasSpiciness,some,Hot
CheeseTopping,isToppingOf,some,NamedPizza
Food,hasBase,some,PizzaBase
IceCream,hasTopping,some,FruitTopping
Spiciness,hasSpiciness,some,Spiciness
Giardiniera,hasIngredient,some,Food
NamedPizza,hasBase,exactly 1,PizzaBase
Cajun,hasTopping,some,PrawnsTopping
FruttiDiMare,hasBase,some,PizzaBase
PepperTopping,hasTopping,some,VegetableTopping
SloppyGiuseppe,hasSpiciness,some,Spiciness
Napoletana,hasBase,some,PizzaBase
MeatTopping,hasSpiciness,some,Spiciness
DomainConcept,hasSpiciness,some,Spiciness
FourSeasons,hasBase,exactly 1,PizzaBase
ParmesanTopping,isToppingOf,some,NamedPizza
SultanaTopping,hasSpiciness,some,Medium
Pizza,hasBase,some,PizzaBase
UnclosedPizza,hasBase,exactly 1,PizzaBase
PolloAdAstra,hasTopping,some,SweetPepperTopping
PizzaTopping,hasTopping,some,CheeseTopping
Rosa,hasBase,some,PizzaBase
PizzaBase,hasCountryOfOrigin,some,DomainConcept
