subject,predicate,rtype,object
FruttiDiMare,hasBase,some,PizzaBase
FruttiDiMare,hasTopping,some,GarlicTopping
FruttiDiMare,hasTopping,some,MixedSeafoodTopping
FruttiDiMare,hasTopping,some,TomatoTopping
GarlicTopping,hasSpiciness,some,Medium
GarlicTopping,hasTopping,some,VegetableTopping
GarlicTopping,isIngredientOf,some,PizzaTopping
Giardiniera,hasBase,exactly 1,PizzaBase
Giardiniera,hasIngredient,some,Food
Giardiniera,hasSpiciness,some,Spiciness
Giardiniera,hasTopping,some,VegetableTopping
GorgonzolaTopping,hasIngredient,some,CheeseTopping
GorgonzolaTopping,hasSpiciness,some,Mild
GorgonzolaTopping,isToppingOf,some,NamedPizza
GreenPepperTopping,hasTopping,some,PepperTopping
HamTopping,hasIngredient,some,HamTopping
HamTopping,hasTopping,some,MeatTopping
HamTopping,isToppingOf,some,NamedPizza
HerbSpiceTopping,hasIngredient,some,Food
HerbSpiceTopping,hasSpiciness,some,Spiciness
HerbSpiceTopping,hasTopping,some,HerbSpiceTopping
Hot,hasSpiciness,some,Spiciness
HotGreenPepperTopping,hasSpiciness,some,Hot
HotGreenPepperTopping,hasTopping,some,GreenPepperTopping
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,isToppingOf,some,NamedPizza
IceCream,hasTopping,some,FruitTopping
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,some,PizzaBase
LaReine,hasIngredient,some,CheeseTopping
LaReine,hasIngredient,some,HamTopping
LaReine,hasIngredient,some,TomatoTopping
LaReine,hasIngredient,some,VegetableTopping
LaReine,hasTopping,some,PizzaTopping
LeekTopping,hasIngredient,some,VegetableTopping
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,hasIngredient,some,MeatTopping
MeatTopping,hasSpiciness,some,Spiciness
MeatTopping,hasTopping,some,PizzaTopping
Mild,hasBase,some,PizzaBase
Mild,hasSpiciness,only,Mild
Mild,hasTopping,some,PizzaTopping
MixedSeafoodTopping,hasSpiciness,some,Mild
MixedSeafoodTopping,isToppingOf,some,NamedPizza
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasTopping,some,CheeseTopping
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasIngredient,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,some,NamedPizza
NamedPizza,hasBase,exactly 1,PizzaBase
NamedPizza,hasTopping,some,PizzaTopping
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NutTopping,hasSpiciness,some,Mild
NutTopping,hasTopping,some,NutTopping
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasIngredient,some,OliveTopping
OliveTopping,hasSpiciness,some,Mild
OliveTopping,hasTopping,some,VegetableTopping
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,some,HamTopping
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,hasTopping,some,PizzaTopping
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
Parmense,hasIngredient,some,CheeseTopping
Parmense,hasTopping,some,MeatTopping
Parmense,hasTopping,some,VegetableTopping
ParmesanTopping,isToppingOf,some,NamedPizza
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,Medium
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PepperTopping,hasSpiciness,some,Spiciness
PepperTopping,hasTopping,some,VegetableTopping
PepperTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasTopping,some,VegetableTopping
PineKernels,hasCountryOfOrigin,some,Food
PineKernels,hasTopping,some,NutTopping
PineKernels,isIngredientOf,some,PizzaTopping
Pizza,hasBase,some,PizzaBase
Pizza,hasCountryOfOrigin,some,DomainConcept
Pizza,hasTopping,some,PizzaTopping
PizzaBase,hasCountryOfOrigin,some,DomainConcept
PizzaBase,hasIngredient,some,Food
PizzaBase,hasSpiciness,some,Spiciness
PizzaBase,hasTopping,some,PizzaTopping
PizzaBase,isBaseOf,some,NamedPizza
PizzaTopping,hasTopping,some,CheeseTopping
PizzaTopping,hasTopping,some,FishTopping
PizzaTopping,hasTopping,some,HerbSpiceTopping
PizzaTopping,hasTopping,some,MeatTopping
PizzaTopping,hasTopping,some,VegetableTopping
PolloAdAstra,hasBase,some,PizzaBase
PolloAdAstra,hasIngredient,some,CajunSpiceTopping
PolloAdAstra,hasSpiciness,some,Medium
PolloAdAstra,hasTopping,some,ChickenTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,SweetPepperTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PrawnsTopping,hasIngredient,some,PrawnsTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,hasTopping,some,FishTopping
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,some,CheeseTopping
PrinceCarlo,hasTopping,some,HerbSpiceTopping
PrinceCarlo,hasTopping,some,VegetableTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,some,TomatoTopping
RedOnionTopping,hasIngredient,some,OnionTopping
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasTopping,some,VegetableTopping
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,some,Medium
RocketTopping,hasTopping,some,VegetableTopping
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,some,Mild
RosemaryTopping,isIngredientOf,some,PizzaTopping
RosemaryTopping,isToppingOf,some,NamedPizza
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasIngredient,some,Food
Siciliana,hasTopping,some,FishTopping
Siciliana,hasTopping,some,VegetableTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,hasTopping,some,TomatoTopping
SlicedTomatoTopping,isToppingOf,some,NamedPizza
SloppyGiuseppe,hasBase,some,PizzaBase
SloppyGiuseppe,hasIngredient,some,Food
SloppyGiuseppe,hasSpiciness,some,Spiciness
SloppyGiuseppe,hasTopping,some,PizzaTopping
Soho,hasBase,some,PizzaBase
Soho,hasIngredient,some,Food
Soho,hasTopping,some,PizzaTopping
Spiciness,hasSpiciness,some,Spiciness
SpinachTopping,hasTopping,some,VegetableTopping
SultanaTopping,hasSpiciness,some,Medium
SultanaTopping,isToppingOf,some,NamedPizza
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,hasTopping,some,TomatoTopping
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasTopping,some,PizzaTopping
TobascoPepperSauce,hasSpiciness,some,Hot
TobascoPepperSauce,isIngredientOf,some,PizzaTopping
TobascoPepperSauce,isToppingOf,some,NamedPizza
TomatoTopping,hasIngredient,some,TomatoTopping
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,isToppingOf,some,NamedPizza
UnclosedPizza,hasBase,exactly 1,PizzaBase
UnclosedPizza,hasIngredient,some,MozzarellaTopping
UnclosedPizza,hasTopping,some,PizzaTopping
ValuePartition,hasIngredient,some,Pizza
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasTopping,some,PizzaTopping
Veneziana,hasBase,some,PizzaBase
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasTopping,some,CaperTopping
Veneziana,hasTopping,some,FruitTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,NutTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,TomatoTopping
