constraint_key,subject,predicate,rtype,object,operation,description,combined
"Actuation,hasFeatureOfInterest,some,FeatureOfInterest",Actuation,hasFeatureOfInterest,only,FeatureOfInterest,variant_rtype,"This process is closely tied to a particular feature of interest, which is the focus of the actuation. If any features exist, they must all match the defined criterion of being a feature of interest.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(This process is closely tied to a particular feature of interest, which is the focus of the actuation.)']"
"Actuation,hasResult,some,Result",Actuation,hasResult,some,Result,original,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon.)']","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon.)']"
"Actuation,hasResult,some,Result",Actuation,hasResult,some,Result,remove,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon.)']"
"Actuation,hasResult,some,Result",Actuation,hasResult,only,Result,variant_rtype,"Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. If any results exist, they must all be defined as specific results.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon.)']"
"Actuation,usedProcedure,some,Procedure",Actuation,usedProcedure,some,Procedure,original,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.)']","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.)']"
"Actuation,usedProcedure,some,Procedure",Actuation,usedProcedure,some,Procedure,remove,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.)']"
"Actuation,usedProcedure,some,Procedure",Actuation,usedProcedure,only,Procedure,variant_rtype,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. If any procedures are used, they must exclusively be of the defined type.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.)']"
"Actuation,usedProcedure,some,Procedure",Actuation,isResultOf,some,Procedure,prop_variant,"Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined result that outlines the steps necessary to achieve the intended outcome.","Actuation refers to the process by which an actuator exerts influence on a specific property, typically an actuatable property, to achieve a desired effect. This process is closely tied to a particular feature of interest, which is the focus of the actuation. Each actuation yields a specific result, reflecting the outcome of the interaction between the actuator and the property it acts upon. The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome. ['(The actuation is guided by a defined procedure that outlines the steps necessary to achieve the intended outcome.)']"
"Actuator,actsOnProperty,some,ActuatableProperty",Actuator,actsOnProperty,some,ActuatableProperty,original,"An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']"
"Actuator,actsOnProperty,some,ActuatableProperty",Actuator,actsOnProperty,some,ActuatableProperty,remove,"An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various properties.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']"
"Actuator,actsOnProperty,some,ActuatableProperty",Actuator,actsOnProperty,only,ActuatableProperty,variant_rtype,"An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. If any properties exist, they must all be actuatable properties.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']"
"Actuator,actsOnProperty,some,ActuatableProperty",Actuator,hasProperty,some,ActuatableProperty,prop_variant,"An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. Each Actuator has a specific property that it can influence.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']"
"Actuator,actsOnProperty,some,ActuatableProperty",Actuator,actsOnProperty,some,Property,generalize,"An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.)']"
"Actuator,hasResult,some,Result",Actuator,hasResult,some,Result,original,"An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties, which implies it can produce results.)']","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties, which implies it can produce results.)']"
"Actuator,hasResult,some,Result",Actuator,hasResult,some,Result,remove,"An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties, which implies it can produce results.)']"
"Actuator,hasResult,some,Result",Actuator,hasResult,only,Result,variant_rtype,"An Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. If any results exist, they must all be specific types of Result.","An Actuator is a specialized device that is designed to perform actions or control mechanisms in response to signals or commands. It is specifically tailored to execute actuations, which are defined actions that affect the state of a system or environment. Each Actuator is associated with a specific type of property that it can influence, ensuring that its functionality is aligned with the properties it is intended to actuate. As such, an Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties. ['(An Actuator plays a crucial role in the operational dynamics of a system, enabling precise control over various actuatable properties, which implies it can produce results.)']"
"Agent,actsOnProperty,some,Property",Agent,actsOnProperty,some,Property,original,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']"
"Agent,actsOnProperty,some,Property",Agent,actsOnProperty,some,Property,remove,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']"
"Agent,actsOnProperty,some,Property",Agent,actsOnProperty,only,Property,variant_rtype,"An Agent can act or make decisions within a system, which implies that it can act on various properties within that system. If an Agent acts on any property, it must exclusively act on properties that meet the defined criteria.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']"
"Agent,actsOnProperty,some,Property",Agent,hasProperty,some,Property,prop_variant,"An Agent can act or make decisions within a system, which implies that it can act on various properties within that system. An Agent has a property that defines its capabilities in the system.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']"
"Agent,actsOnProperty,some,Property",Agent,actsOnProperty,some,Thing,generalize,"An Agent is an entity that can act or make decisions within a system, which implies that it can act on various properties within that system. An Agent, as a Thing, can engage with various properties that define its interaction capabilities.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(An Agent can act or make decisions within a system, which implies that it can act on various properties within that system.)']"
"Agent,deployedOnPlatform,some,Platform",Agent,deployedOnPlatform,some,Platform,original,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(The architecture of a semantic sensor network suggests that Agents may be deployed on specific platforms.)']","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(The architecture of a semantic sensor network suggests that Agents may be deployed on specific platforms.)']"
"Agent,deployedOnPlatform,some,Platform",Agent,deployedOnPlatform,some,Platform,remove,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(The architecture of a semantic sensor network suggests that Agents may be deployed on specific platforms.)']"
"Agent,deployedOnPlatform,some,Platform",Agent,deployedOnPlatform,only,Platform,variant_rtype,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. If agents are deployed on platforms, they must exclusively be deployed on specific types of platforms.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(The architecture of a semantic sensor network suggests that Agents may be deployed on specific platforms.)']"
"Agent,hasFeatureOfInterest,some,FeatureOfInterest",Agent,hasFeatureOfInterest,some,FeatureOfInterest,original,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents can be responsible for carrying out tasks or operations, which may involve features of interest within their environment.)']","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents can be responsible for carrying out tasks or operations, which may involve features of interest within their environment.)']"
"Agent,hasFeatureOfInterest,some,FeatureOfInterest",Agent,hasFeatureOfInterest,some,FeatureOfInterest,remove,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents can be responsible for carrying out tasks or operations, which may involve features of interest within their environment.)']"
"Agent,hasFeatureOfInterest,some,FeatureOfInterest",Agent,hasFeatureOfInterest,only,FeatureOfInterest,variant_rtype,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They must exclusively focus on features of interest within their environment.","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents can be responsible for carrying out tasks or operations, which may involve features of interest within their environment.)']"
"Agent,hasInput,some,Input",Agent,hasInput,some,Input,original,"An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents interact with their environment, which implies they can have inputs that influence their actions.)']","An Agent is an entity that can act or make decisions within a system, often representing a specific role or function. Agents are capable of interacting with their environment and can be responsible for carrying out tasks or operations based on certain conditions or stimuli. They may operate independently or in coordination with other agents, contributing to the overall functionality of the system. This class serves as a foundational component in the architecture of a semantic sensor network, facilitating communication and action within the networked environment. ['(Agents interact with their environment, which implies they can have inputs that influence their actions.)']"
