subject,predicate,rtype,object
LaReine,hasTopping,some,HamTopping
LaReine,hasTopping,some,OliveTopping
LaReine,hasTopping,some,TomatoTopping
LaReine,hasTopping,some,MozzarellaTopping
LaReine,hasTopping,some,MushroomTopping
LeekTopping,hasSpiciness,some,Mild
LeekTopping,isToppingOf,some,Pizza
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,isToppingOf,some,Pizza
MeatyPizza,hasTopping,some,MeatTopping
Pizza,hasSpiciness,some,Mild
MixedSeafoodTopping,hasSpiciness,only,Mild
MixedSeafoodTopping,isToppingOf,some,Pizza
MozzarellaTopping,hasCountryOfOrigin,some,Country
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,isToppingOf,some,Pizza
Mushroom,hasBase,some,PizzaBase
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasSpiciness,value,Mild
MushroomTopping,isToppingOf,some,Pizza
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NonVegetarianPizza,hasTopping,some,MeatTopping
OliveTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,isToppingOf,hasValue,Pizza
Parmense,hasBase,some,PizzaBase
Parmense,hasTopping,some,AsparagusTopping
Parmense,hasTopping,some,HamTopping
Parmense,hasTopping,some,MozzarellaTopping
Parmense,hasTopping,some,ParmesanTopping
Parmense,hasTopping,some,TomatoTopping
ParmesanTopping,hasSpiciness,only,Mild
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,isToppingOf,some,Pizza
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,some,Pizza
PetitPoisTopping,hasSpiciness,some,Mild
PetitPoisTopping,isToppingOf,some,Pizza
PineKernels,hasSpiciness,some,Mild
PineKernels,isToppingOf,some,Pizza
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,isToppingOf,some,Pizza
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,some,LeekTopping
PrinceCarlo,hasTopping,some,MozzarellaTopping
PrinceCarlo,hasTopping,some,ParmesanTopping
PrinceCarlo,hasTopping,some,RosemaryTopping
PrinceCarlo,hasTopping,some,SlicedTomatoTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,CheeseTopping
RealItalianPizza,hasBase,some,ThinAndCrispyBase
RealItalianPizza,hasCountryOfOrigin,some,Country
RedOnionTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,exactly,Medium
RocketTopping,isToppingOf,some,Pizza
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,hasValue,Mild
Siciliana,hasBase,some,PizzaBase
Siciliana,hasTopping,some,AnchoviesTopping
Siciliana,hasTopping,some,ArtichokeTopping
Siciliana,hasTopping,some,GarlicTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
Siciliana,hasTopping,some,OliveTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,Pizza
SloppyGiuseppe,hasTopping,some,TomatoTopping
SloppyGiuseppe,hasTopping,some,GreenPepperTopping
SloppyGiuseppe,hasTopping,some,HotSpicedBeefTopping
SloppyGiuseppe,hasTopping,some,MozzarellaTopping
SloppyGiuseppe,hasTopping,some,OnionTopping
Soho,hasBase,some,PizzaBase
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
SpicyPizza,hasSpiciness,some,Hot
SpicyPizza,hasTopping,some,PepperTopping
SpicyPizza,hasTopping,some,SauceTopping
SpicyPizzaEquivalent,hasSpiciness,some,Hot
SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping
SpicyTopping,hasSpiciness,some,Hot
SpinachTopping,hasSpiciness,some,Mild
SpinachTopping,isToppingOf,some,Pizza
SundriedTomatoTopping,hasSpiciness,exactly,Mild
SweetPepperTopping,hasSpiciness,only,Mild
ThinAndCrispyBase,isBaseOf,only,Pizza
ThinAndCrispyPizza,hasBase,some,ThinAndCrispyBase
VegetableTopping,isToppingOf,some,Pizza
VegetarianPizza,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent1,hasTopping,only,"""VegetableTopping or HerbSpiceTopping"""
VegetarianPizzaEquivalent2,hasBase,some,PizzaBase
VegetarianPizzaEquivalent2,hasTopping,some,CheeseTopping
VegetarianPizzaEquivalent2,hasTopping,some,FruitTopping
VegetarianPizzaEquivalent2,hasTopping,some,HerbSpiceTopping
VegetarianPizzaEquivalent2,hasTopping,some,NutTopping
VegetarianPizzaEquivalent2,hasTopping,some,SauceTopping
VegetarianPizzaEquivalent2,hasTopping,some,VegetableTopping
VegetarianPizzaEquivalent2,hasTopping,only,(CheeseTopping or FruitTopping or HerbSpiceTopping or NutTopping or SauceTopping or VegetableTopping)
VegetarianTopping,hasIngredient,only,(VegetableTopping or CheeseTopping or FruitTopping or HerbSpiceTopping or NutTopping or SauceTopping)
GreenPepperTopping,hasSpiciness,only,Mild
TobascoPepperSauce,isToppingOf,some,Pizza
Food,hasCountryOfOrigin,only,Country
IceCream,hasTopping,some,FruitTopping
Giardiniera,hasBase,some,PizzaBase
Giardiniera,hasTopping,some,LeekTopping
Giardiniera,hasTopping,some,MozzarellaTopping
Giardiniera,hasTopping,some,MushroomTopping
Giardiniera,hasTopping,some,OliveTopping
Giardiniera,hasTopping,some,PeperonataTopping
Giardiniera,hasTopping,some,PetitPoisTopping
Giardiniera,hasTopping,some,SlicedTomatoTopping
NamedPizza,hasBase,some,PizzaBase
Cajun,hasBase,some,PizzaBase
Cajun,hasTopping,some,MozzarellaTopping
Cajun,hasTopping,some,OnionTopping
Cajun,hasTopping,some,PeperonataTopping
Cajun,hasTopping,some,PrawnsTopping
Cajun,hasTopping,some,TobascoPepperSauce
FruttiDiMare,hasBase,some,PizzaBase
FruttiDiMare,hasTopping,some,GarlicTopping
FruttiDiMare,hasTopping,some,TomatoTopping
FruttiDiMare,hasTopping,some,MixedSeafoodTopping
PepperTopping,hasSpiciness,some,Mild
OnionTopping,hasSpiciness,hasValue,Medium
DomainConcept,hasCountryOfOrigin,some,Country
SultanaTopping,hasSpiciness,some,Medium
Pizza,hasBase,some,PizzaBase
UnclosedPizza,hasBase,some,PizzaBase
UnclosedPizza,hasTopping,some,MozzarellaTopping
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,ChickenTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,MozzarellaTopping
PolloAdAstra,hasTopping,some,RedOnionTopping
PolloAdAstra,hasTopping,some,SweetPepperTopping
PolloAdAstra,hasTopping,some,SlicedTomatoTopping
PolloAdAstra,hasBase,some,PizzaBase
NutTopping,hasSpiciness,some,Mild
SauceTopping,hasSpiciness,some,Spiciness
PizzaTopping,isToppingOf,some,Pizza
HamTopping,isToppingOf,some,Pizza
TomatoTopping,hasSpiciness,some,Mild
PizzaBase,isBaseOf,some,Pizza
FishTopping,hasIngredient,some,MixedSeafoodTopping
FishTopping,hasSpiciness,only,Mild
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,CaperTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,PineKernels
Veneziana,hasTopping,some,SultanaTopping
Veneziana,hasTopping,some,TomatoTopping
Veneziana,hasBase,some,PizzaBase
Veneziana,hasCountryOfOrigin,some,Country
ValuePartition,hasSpiciness,some,Spiciness
