subject,predicate,rtype,object
HamTopping,isToppingOf,some,NamedPizza
HerbSpiceTopping,hasIngredient,some,Food
HerbSpiceTopping,hasSpiciness,some,Spiciness
HerbSpiceTopping,hasTopping,some,PizzaTopping
Hot,hasSpiciness,some,Spiciness
HotGreenPepperTopping,hasSpiciness,some,Hot
HotGreenPepperTopping,hasTopping,some,GreenPepperTopping
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,isToppingOf,some,NamedPizza
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,some,PizzaBase
LaReine,hasTopping,some,PizzaTopping
LeekTopping,hasIngredient,some,VegetableTopping
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
Mild,hasBase,some,PizzaBase
Mild,hasSpiciness,only,Mild
Mild,hasTopping,some,PizzaTopping
MixedSeafoodTopping,hasSpiciness,some,Mild
MixedSeafoodTopping,isToppingOf,some,NamedPizza
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasTopping,some,CheeseTopping
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasIngredient,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,some,NamedPizza
NutTopping,hasSpiciness,some,Mild
NutTopping,hasTopping,some,NutTopping
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasIngredient,some,OliveTopping
OliveTopping,hasSpiciness,some,Mild
OliveTopping,hasTopping,some,VegetableTopping
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,some,HamTopping
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,hasTopping,some,PizzaTopping
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,Medium
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasTopping,some,VegetableTopping
PineKernels,hasCountryOfOrigin,some,Food
PineKernels,hasTopping,some,NutTopping
PineKernels,isIngredientOf,some,PizzaTopping
PrawnsTopping,hasIngredient,some,PrawnsTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,hasTopping,some,FishTopping
PrinceCarlo,hasBase,some,PizzaBase
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,some,TomatoTopping
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasTopping,some,VegetableTopping
RedOnionTopping,isIngredientOf,some,OnionTopping
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,some,Medium
RocketTopping,hasTopping,some,VegetableTopping
RosemaryTopping,hasIngredient,some,NamedPizza
RosemaryTopping,hasIngredient,some,PizzaTopping
RosemaryTopping,hasSpiciness,some,Mild
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasIngredient,some,Food
Siciliana,hasTopping,some,PizzaTopping
Siciliana,hasSpiciness,some,Spiciness
SlicedTomatoTopping,hasIngredient,some,TomatoTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,NamedPizza
Soho,hasBase,some,PizzaBase
Soho,hasIngredient,some,Food
Soho,hasTopping,some,PizzaTopping
SpinachTopping,hasTopping,some,VegetableTopping
SundriedTomatoTopping,hasIngredient,some,TomatoTopping
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasTopping,some,PizzaTopping
ThinAndCrispyBase,hasBase,exactly,ThinAndCrispyBase
TomatoTopping,hasIngredient,some,TomatoTopping
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,isToppingOf,some,NamedPizza
ValuePartition,hasIngredient,some,Pizza
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasTopping,some,PizzaTopping
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasTopping,some,PizzaTopping
Veneziana,hasBase,some,PizzaBase
Veneziana,hasIngredient,some,Food
Veneziana,hasSpiciness,some,Spiciness
TobascoPepperSauce,hasSpiciness,some,Hot
CheeseTopping,isToppingOf,some,NamedPizza
Food,hasBase,some,PizzaBase
IceCream,hasTopping,some,FruitTopping
Spiciness,hasSpiciness,some,Spiciness
Giardiniera,hasIngredient,some,Food
Giardiniera,hasTopping,some,PizzaTopping
Giardiniera,hasBase,some,PizzaBase
Giardiniera,hasSpiciness,some,Spiciness
NamedPizza,hasBase,exactly 1,PizzaBase
Cajun,hasTopping,some,PrawnsTopping
Cajun,hasTopping,some,CheeseTopping
Cajun,hasTopping,some,OnionTopping
Cajun,hasTopping,some,PeperonataTopping
Cajun,hasTopping,some,TobascoPepperSauce
Cajun,hasTopping,some,TomatoTopping
FruttiDiMare,hasBase,some,PizzaBase
FruttiDiMare,hasTopping,some,FishTopping
FruttiDiMare,hasTopping,some,VegetableTopping
FruttiDiMare,hasTopping,some,SauceTopping
FruttiDiMare,hasSpiciness,some,Spiciness
PepperTopping,hasTopping,some,VegetableTopping
SloppyGiuseppe,hasSpiciness,some,Spiciness
SloppyGiuseppe,hasTopping,some,VegetableTopping
SloppyGiuseppe,hasTopping,some,MeatTopping
SloppyGiuseppe,hasTopping,some,CheeseTopping
SloppyGiuseppe,hasTopping,some,TomatoTopping
SloppyGiuseppe,hasTopping,some,OnionTopping
SloppyGiuseppe,hasTopping,some,PepperTopping
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,PizzaTopping
Napoletana,hasIngredient,some,FishTopping
Napoletana,hasIngredient,some,VegetableTopping
Napoletana,hasIngredient,some,CheeseTopping
Napoletana,hasSpiciness,some,Spiciness
MeatTopping,hasSpiciness,some,Spiciness
DomainConcept,hasSpiciness,some,Spiciness
FourSeasons,hasBase,exactly 1,PizzaBase
FourSeasons,hasTopping,at least 1,PizzaTopping
FourSeasons,hasIngredient,at least 1,Food
FourSeasons,hasSpiciness,exactly 1,Spiciness
ParmesanTopping,isToppingOf,some,NamedPizza
SultanaTopping,hasSpiciness,some,Medium
Pizza,hasBase,some,PizzaBase
Pizza,hasTopping,some,PizzaTopping
Pizza,hasSpiciness,some,Spiciness
UnclosedPizza,hasBase,exactly 1,PizzaBase
PolloAdAstra,hasTopping,some,SweetPepperTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,MozzarellaTopping
PolloAdAstra,hasTopping,some,RedOnionTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PolloAdAstra,hasBase,exactly,ThinAndCrispyBase
PizzaTopping,hasTopping,some,CheeseTopping
PizzaTopping,hasTopping,some,FishTopping
PizzaTopping,hasTopping,some,FruitTopping
PizzaTopping,hasTopping,some,HerbSpiceTopping
PizzaTopping,hasTopping,some,MeatTopping
PizzaTopping,hasTopping,some,NutTopping
PizzaTopping,hasTopping,some,SauceTopping
PizzaTopping,hasTopping,some,VegetableTopping
Rosa,hasBase,some,PizzaBase
PizzaBase,hasCountryOfOrigin,some,DomainConcept
PizzaBase,hasIngredient,some,PizzaTopping
PizzaBase,hasIngredient,some,Food
