subject,predicate,rtype,object
Fiorentina,hasBase,some,PizzaBase
Fiorentina,hasIngredient,only,Food
Fiorentina,hasIngredient,some,Food
Fiorentina,hasTopping,only,PizzaTopping
Fiorentina,hasTopping,some,PizzaTopping
FourCheesesTopping,hasIngredient,only,CheeseTopping
FourCheesesTopping,hasIngredient,some,CheeseTopping
FourCheesesTopping,hasSpiciness,only,Mild
FourCheesesTopping,hasSpiciness,some,Mild
FourCheesesTopping,isToppingOf,some,Pizza
FourSeasons,hasBase,exactly 1,PizzaBase
FourSeasons,hasBase,only,PizzaBase
FourSeasons,hasBase,some,PizzaBase
FourSeasons,hasIngredient,only,Food
FourSeasons,hasIngredient,some,Food
FourSeasons,hasSpiciness,only,Spiciness
FourSeasons,hasSpiciness,some,Spiciness
FourSeasons,hasTopping,only,PizzaTopping
FourSeasons,hasTopping,some,PizzaTopping
FruitTopping,hasIngredient,only,FruitTopping
FruitTopping,hasIngredient,some,FruitTopping
FruitTopping,hasTopping,only,PizzaTopping
FruitTopping,hasTopping,some,PizzaTopping
FruitTopping,isToppingOf,only,NamedPizza
FruitTopping,isToppingOf,some,NamedPizza
FruttiDiMare,hasBase,only,PizzaBase
FruttiDiMare,hasBase,some,PizzaBase
FruttiDiMare,hasTopping,only,(GarlicTopping or MixedSeafoodTopping)
FruttiDiMare,hasTopping,some,GarlicTopping
FruttiDiMare,hasTopping,some,MixedSeafoodTopping
GarlicTopping,hasSpiciness,only,Medium
GarlicTopping,hasSpiciness,some,Medium
GarlicTopping,hasTopping,only,VegetableTopping
GarlicTopping,hasTopping,some,VegetableTopping
GarlicTopping,isIngredientOf,only,PizzaTopping
GarlicTopping,isIngredientOf,some,PizzaTopping
Giardiniera,hasBase,exactly 1,PizzaBase
Giardiniera,hasBase,only,PizzaBase
Giardiniera,hasBase,some,PizzaBase
Giardiniera,hasIngredient,only,Food
Giardiniera,hasIngredient,some,Food
Giardiniera,hasSpiciness,only,Spiciness
Giardiniera,hasSpiciness,some,Spiciness
Giardiniera,hasTopping,only,VegetableTopping
Giardiniera,hasTopping,some,VegetableTopping
GorgonzolaTopping,hasIngredient,only,CheeseTopping
GorgonzolaTopping,hasIngredient,some,CheeseTopping
GorgonzolaTopping,hasSpiciness,only,Mild
GorgonzolaTopping,hasSpiciness,some,Mild
GorgonzolaTopping,isToppingOf,only,NamedPizza
GorgonzolaTopping,isToppingOf,some,NamedPizza
GreenPepperTopping,hasTopping,only,PepperTopping
GreenPepperTopping,hasTopping,some,PepperTopping
HamTopping,hasIngredient,only,HamTopping
HamTopping,hasIngredient,some,HamTopping
HamTopping,hasTopping,only,MeatTopping
HamTopping,hasTopping,some,MeatTopping
HamTopping,isToppingOf,only,NamedPizza
HamTopping,isToppingOf,some,NamedPizza
HerbSpiceTopping,hasIngredient,only,Food
HerbSpiceTopping,hasIngredient,some,Food
HerbSpiceTopping,hasSpiciness,only,Spiciness
HerbSpiceTopping,hasSpiciness,some,Spiciness
HerbSpiceTopping,hasTopping,only,HerbSpiceTopping
HerbSpiceTopping,hasTopping,some,HerbSpiceTopping
Hot,hasSpiciness,only,Spiciness
Hot,hasSpiciness,some,Spiciness
HotGreenPepperTopping,hasSpiciness,only,Hot
HotGreenPepperTopping,hasSpiciness,some,Hot
HotGreenPepperTopping,hasTopping,only,GreenPepperTopping
HotGreenPepperTopping,hasTopping,some,GreenPepperTopping
HotSpicedBeefTopping,hasSpiciness,only,Hot
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,isToppingOf,only,NamedPizza
HotSpicedBeefTopping,isToppingOf,some,NamedPizza
IceCream,hasIngredient,some,FruitTopping
IceCream,hasTopping,only,FruitTopping
IceCream,hasTopping,some,FruitTopping
JalapenoPepperTopping,hasSpiciness,only,Hot
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,only,PizzaBase
LaReine,hasBase,some,PizzaBase
LaReine,hasTopping,only,(CheeseTopping or PizzaTopping or VegetableTopping)
LaReine,hasTopping,some,HamTopping
LaReine,hasTopping,some,TomatoTopping
LeekTopping,hasIngredient,only,VegetableTopping
LeekTopping,hasIngredient,some,VegetableTopping
Margherita,hasBase,only,PizzaBase
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,only,MozzarellaTopping
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,hasIngredient,only,MeatTopping
MeatTopping,hasIngredient,some,MeatTopping
MeatTopping,hasSpiciness,only,Spiciness
MeatTopping,hasSpiciness,some,Spiciness
MeatTopping,hasTopping,only,PizzaTopping
MeatTopping,hasTopping,some,PizzaTopping
Mild,hasTopping,some,Food
MixedSeafoodTopping,hasSpiciness,only,Mild
MixedSeafoodTopping,hasSpiciness,some,Mild
MixedSeafoodTopping,isToppingOf,only,NamedPizza
MixedSeafoodTopping,isToppingOf,some,NamedPizza
MozzarellaTopping,hasSpiciness,only,Mild
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasTopping,only,CheeseTopping
MozzarellaTopping,hasTopping,some,CheeseTopping
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasBase,some,PizzaBase
Mushroom,hasTopping,only,(MozzarellaTopping or MushroomTopping)
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,only,Mushroom
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,only,Mild
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,only,NamedPizza
MushroomTopping,isToppingOf,some,NamedPizza
NamedPizza,hasBase,exactly 1,PizzaBase
NamedPizza,hasBase,only,PizzaBase
NamedPizza,hasBase,some,PizzaBase
NamedPizza,hasTopping,only,PizzaTopping
NamedPizza,hasTopping,some,PizzaTopping
Napoletana,hasBase,only,PizzaBase
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,only,(CaperTopping or MozzarellaTopping or TomatoTopping)
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NutTopping,hasSpiciness,only,Mild
NutTopping,hasSpiciness,some,Mild
NutTopping,hasTopping,only,NutTopping
NutTopping,hasTopping,some,NutTopping
NutTopping,isToppingOf,only,Pizza
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasIngredient,only,OliveTopping
OliveTopping,hasIngredient,some,OliveTopping
OliveTopping,hasSpiciness,only,Mild
OliveTopping,hasSpiciness,some,Mild
OliveTopping,hasTopping,only,VegetableTopping
OliveTopping,hasTopping,some,VegetableTopping
OliveTopping,isToppingOf,only,NamedPizza
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,only,Medium
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,only,PizzaTopping
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,only,NamedPizza
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,only,HamTopping
ParmaHamTopping,hasIngredient,some,HamTopping
ParmaHamTopping,hasSpiciness,only,Mild
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,hasTopping,some,MeatTopping
ParmaHamTopping,isToppingOf,only,NamedPizza
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
Parmense,hasBase,only,PizzaBase
Parmense,hasBase,some,PizzaBase
Parmense,hasTopping,only,(CheeseTopping or MeatTopping)
Parmense,hasTopping,some,MeatTopping
Parmense,hasTopping,some,VegetableTopping
ParmesanTopping,isToppingOf,only,NamedPizza
ParmesanTopping,isToppingOf,some,NamedPizza
PeperonataTopping,hasSpiciness,only,Medium
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,only,PepperTopping
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,only,NamedPizza
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,(Medium or Spiciness)
PeperoniSausageTopping,hasSpiciness,only,Medium
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,only,NamedPizza
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PepperTopping,hasSpiciness,only,Spiciness
PepperTopping,hasSpiciness,some,Spiciness
PepperTopping,hasTopping,only,VegetableTopping
PepperTopping,hasTopping,some,VegetableTopping
PepperTopping,isToppingOf,only,NamedPizza
PepperTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasTopping,only,VegetableTopping
PetitPoisTopping,hasTopping,some,VegetableTopping
PineKernels,hasCountryOfOrigin,only,Food
PineKernels,hasCountryOfOrigin,some,Food
PineKernels,hasTopping,only,NutTopping
PineKernels,hasTopping,some,NutTopping
PineKernels,isIngredientOf,only,PizzaTopping
PineKernels,isIngredientOf,some,PizzaTopping
Pizza,hasCountryOfOrigin,only,DomainConcept
Pizza,hasCountryOfOrigin,some,DomainConcept
Pizza,hasTopping,some,Food
PizzaBase,hasCountryOfOrigin,only,DomainConcept
PizzaBase,hasCountryOfOrigin,some,Food
PizzaBase,hasIngredient,only,Food
PizzaBase,hasIngredient,some,Food
PizzaBase,hasSpiciness,only,Spiciness
PizzaBase,hasSpiciness,some,Spiciness
PizzaBase,hasTopping,only,PizzaTopping
PizzaBase,hasTopping,some,PizzaTopping
PizzaBase,isBaseOf,only,NamedPizza
PizzaBase,isBaseOf,some,NamedPizza
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasBase,some,PizzaBase
PolloAdAstra,hasSpiciness,only,Medium
PolloAdAstra,hasSpiciness,some,Medium
PolloAdAstra,hasTopping,only,(CajunSpiceTopping or GarlicTopping or TomatoTopping)
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PrawnsTopping,hasIngredient,only,PrawnsTopping
PrawnsTopping,hasIngredient,some,PrawnsTopping
PrawnsTopping,hasSpiciness,only,Mild
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,hasTopping,only,FishTopping
PrawnsTopping,hasTopping,some,FishTopping
PrinceCarlo,hasBase,only,PizzaBase
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,only,(CheeseTopping or VegetableTopping)
PrinceCarlo,hasTopping,some,HerbSpiceTopping
PrinceCarlo,hasTopping,some,VegetableTopping
QuattroFormaggi,hasBase,only,PizzaBase
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,TomatoTopping
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,some,TomatoTopping
RedOnionTopping,hasSpiciness,only,Medium
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasTopping,only,VegetableTopping
RedOnionTopping,hasTopping,some,VegetableTopping
RedOnionTopping,isIngredientOf,only,OnionTopping
RedOnionTopping,isIngredientOf,some,OnionTopping
RedOnionTopping,isToppingOf,only,NamedPizza
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,some,Medium
RocketTopping,hasTopping,only,VegetableTopping
RocketTopping,hasTopping,some,VegetableTopping
Rosa,hasBase,only,PizzaBase
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,only,(GorgonzolaTopping or MozzarellaTopping)
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasIngredient,only,(NamedPizza or PizzaTopping)
RosemaryTopping,hasIngredient,some,NamedPizza
RosemaryTopping,hasIngredient,some,PizzaTopping
RosemaryTopping,hasSpiciness,only,Mild
RosemaryTopping,hasSpiciness,some,Mild
SauceTopping,hasTopping,only,PizzaTopping
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasBase,only,PizzaBase
Siciliana,hasBase,some,PizzaBase
Siciliana,hasIngredient,only,Food
Siciliana,hasIngredient,some,Food
Siciliana,hasTopping,only,VegetableTopping
Siciliana,hasTopping,some,FishTopping
SlicedTomatoTopping,hasSpiciness,only,Mild
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,hasTopping,only,TomatoTopping
SlicedTomatoTopping,hasTopping,some,TomatoTopping
SlicedTomatoTopping,isToppingOf,only,NamedPizza
SlicedTomatoTopping,isToppingOf,some,NamedPizza
SloppyGiuseppe,hasBase,only,PizzaBase
SloppyGiuseppe,hasBase,some,PizzaBase
SloppyGiuseppe,hasIngredient,only,Food
SloppyGiuseppe,hasIngredient,some,Food
SloppyGiuseppe,hasSpiciness,only,Spiciness
SloppyGiuseppe,hasSpiciness,some,Spiciness
SloppyGiuseppe,hasTopping,only,PizzaTopping
SloppyGiuseppe,hasTopping,some,PizzaTopping
Soho,hasBase,only,PizzaBase
Soho,hasBase,some,PizzaBase
Soho,hasIngredient,only,Food
Soho,hasIngredient,some,Food
Soho,hasTopping,only,PizzaTopping
Soho,hasTopping,some,PizzaTopping
Spiciness,hasSpiciness,only,Spiciness
Spiciness,hasSpiciness,some,Spiciness
SpinachTopping,hasTopping,only,VegetableTopping
SpinachTopping,hasTopping,some,VegetableTopping
SultanaTopping,hasSpiciness,only,Medium
SultanaTopping,hasSpiciness,some,Medium
SultanaTopping,isToppingOf,only,NamedPizza
SultanaTopping,isToppingOf,some,NamedPizza
SundriedTomatoTopping,hasSpiciness,only,Mild
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,hasTopping,only,TomatoTopping
SundriedTomatoTopping,hasTopping,some,TomatoTopping
SundriedTomatoTopping,isToppingOf,only,NamedPizza
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,only,Mild
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasIngredient,some,PizzaTopping
ThinAndCrispyBase,hasTopping,only,PizzaTopping
ThinAndCrispyBase,hasTopping,some,PizzaTopping
TobascoPepperSauce,hasSpiciness,only,Hot
TobascoPepperSauce,hasSpiciness,some,Hot
TobascoPepperSauce,hasTopping,only,NamedPizza
TobascoPepperSauce,hasTopping,some,NamedPizza
TobascoPepperSauce,isIngredientOf,only,PizzaTopping
TobascoPepperSauce,isIngredientOf,some,PizzaTopping
TomatoTopping,hasIngredient,only,TomatoTopping
TomatoTopping,hasIngredient,some,TomatoTopping
TomatoTopping,hasSpiciness,only,Mild
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,hasTopping,some,TomatoTopping
TomatoTopping,isToppingOf,only,NamedPizza
TomatoTopping,isToppingOf,some,NamedPizza
UnclosedPizza,hasBase,exactly 1,PizzaBase
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasBase,some,PizzaBase
UnclosedPizza,hasCountryOfOrigin,some,MozzarellaTopping
UnclosedPizza,hasIngredient,only,MozzarellaTopping
UnclosedPizza,hasIngredient,some,MozzarellaTopping
UnclosedPizza,hasTopping,only,PizzaTopping
UnclosedPizza,hasTopping,some,PizzaTopping
Veneziana,hasBase,only,PizzaBase
Veneziana,hasBase,some,PizzaBase
Veneziana,hasCountryOfOrigin,only,Country
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasTopping,only,(CaperTopping or MozzarellaTopping or OliveTopping or TomatoTopping)
Veneziana,hasTopping,some,FruitTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,NutTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,TomatoTopping
