subject,predicate,rtype,object
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,hasCountryOfOrigin,some,Country
Mushroom,hasBase,exactly 1,PizzaBase
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasIngredient,some,Mushroom
MushroomTopping,hasSpiciness,some,Mild
MushroomTopping,isToppingOf,some,NamedPizza
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NutTopping,hasSpiciness,some,Mild
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasSpiciness,some,Mild
OliveTopping,isToppingOf,some,NamedPizza
OnionTopping,hasSpiciness,some,Medium
OnionTopping,isIngredientOf,some,PizzaTopping
OnionTopping,isToppingOf,some,NamedPizza
ParmaHamTopping,hasIngredient,only,HamTopping
ParmaHamTopping,hasSpiciness,only,Mild
ParmaHamTopping,isToppingOf,some,NamedPizza
Parmense,hasBase,exactly 1,PizzaBase
Parmense,hasTopping,some,AsparagusTopping
Parmense,hasTopping,some,HamTopping
Parmense,hasTopping,some,MozzarellaTopping
Parmense,hasTopping,some,ParmesanTopping
Parmense,hasTopping,some,SlicedTomatoTopping
ParmesanTopping,isToppingOf,only,NamedPizza
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasTopping,some,PepperTopping
PeperonataTopping,isToppingOf,some,NamedPizza
PeperoniSausageTopping,hasSpiciness,exactly 1,Medium
PeperoniSausageTopping,isToppingOf,some,NamedPizza
PetitPoisTopping,hasSpiciness,value,Mild
PineKernels,isIngredientOf,some,PizzaTopping
Pizza,hasBase,some,PizzaBase
Pizza,hasCountryOfOrigin,some,Country
Pizza,hasIngredient,some,PizzaTopping
Pizza,hasTopping,some,PizzaTopping
PizzaBase,isBaseOf,some,NamedPizza
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasSpiciness,some,Medium
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,ChickenTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,SweetPepperTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PolloAdAstra,hasTopping,some,MozzarellaTopping
PolloAdAstra,hasTopping,some,RedOnionTopping
PrawnsTopping,hasSpiciness,some,Mild
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,some,MozzarellaTopping
PrinceCarlo,hasTopping,some,ParmesanTopping
PrinceCarlo,hasTopping,some,RosemaryTopping
PrinceCarlo,hasTopping,some,LeekTopping
PrinceCarlo,hasTopping,some,SlicedTomatoTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasBase,only,PizzaBase
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,only,CheeseTopping
RedOnionTopping,hasSpiciness,only,Medium
RedOnionTopping,isToppingOf,some,NamedPizza
RocketTopping,hasSpiciness,some,Medium
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,some,Mild
RosemaryTopping,isToppingOf,some,Pizza
SauceTopping,hasTopping,only,PizzaTopping
SauceTopping,hasTopping,some,PizzaTopping
Siciliana,hasBase,exactly 1,PizzaBase
Siciliana,hasTopping,some,FishTopping
Siciliana,hasTopping,some,VegetableTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
SlicedTomatoTopping,hasSpiciness,some,Mild
SlicedTomatoTopping,isToppingOf,some,NamedPizza
SloppyGiuseppe,hasBase,only,PizzaBase
SloppyGiuseppe,hasSpiciness,only,Spiciness
SloppyGiuseppe,hasTopping,only,PizzaTopping
SloppyGiuseppe,hasTopping,some,PizzaTopping
Soho,hasBase,some,PizzaBase
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
Spiciness,hasSpiciness,only,Spiciness
SpinachTopping,hasSpiciness,some,Mild
SultanaTopping,hasSpiciness,some,Medium
SultanaTopping,isToppingOf,some,NamedPizza
SundriedTomatoTopping,hasSpiciness,some,Mild
SundriedTomatoTopping,isToppingOf,some,NamedPizza
SweetPepperTopping,hasSpiciness,some,Mild
ThinAndCrispyBase,hasTopping,some,PizzaTopping
TobascoPepperSauce,hasSpiciness,only,Hot
TobascoPepperSauce,isToppingOf,some,NamedPizza
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,isToppingOf,some,NamedPizza
UnclosedPizza,hasBase,some,PizzaBase
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasTopping,some,MozzarellaTopping
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasTopping,some,PizzaTopping
Veneziana,hasBase,some,PizzaBase
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasTopping,some,CaperTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,PineKernels
Veneziana,hasTopping,some,SultanaTopping
Veneziana,hasTopping,some,TomatoTopping
Pizza,hasBase,some,PizzaBase
CheeseTopping,isToppingOf,some,NamedPizza
PizzaTopping,isToppingOf,some,Pizza
NamedPizza,hasBase,exactly 1,PizzaBase
PepperTopping,hasIngredient,some,VegetableTopping
