subject,predicate,rtype,object
FruttiDiMare,hasTopping,some,TomatoTopping
GarlicTopping,hasSpiciness,only,Medium
Giardiniera,hasBase,only,PizzaBase
Giardiniera,hasTopping,only,LeekTopping or MozzarellaTopping or MushroomTopping or OliveTopping or PeperonataTopping or PetitPoisTopping or SlicedTomatoTopping
Giardiniera,hasTopping,some,OliveTopping
GoatsCheeseTopping,hasSpiciness,some,Mild
GorgonzolaTopping,hasSpiciness,some,Mild
GorgonzolaTopping,isToppingOf,only,Pizza
GorgonzolaTopping,isToppingOf,some,Pizza
GreenPepperTopping,hasSpiciness,only,Mild
GreenPepperTopping,isToppingOf,only,Pizza
HerbSpiceTopping,isToppingOf,some,Pizza
Hot,hasSpiciness,some,Hot
Hot,hasSpiciness,only,Hot
HotGreenPepperTopping,hasSpiciness,hasValue,Hot
HotGreenPepperTopping,isToppingOf,some,Pizza
HotSpicedBeefTopping,hasSpiciness,only,Hot
HotSpicedBeefTopping,isToppingOf,some,Pizza
IceCream,hasTopping,only,FruitTopping
JalapenoPepperTopping,hasSpiciness,some,Hot
LaReine,hasBase,some,PizzaBase
LaReine,hasTopping,some,HamTopping
LaReine,hasTopping,some,MozzarellaTopping
LaReine,hasTopping,some,MushroomTopping
LaReine,hasTopping,some,OliveTopping
LaReine,hasTopping,some,TomatoTopping
LeekTopping,hasSpiciness,some,Mild
LeekTopping,isToppingOf,some,Pizza
Margherita,hasBase,some,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,isToppingOf,only,Pizza
MeatTopping,isToppingOf,some,Pizza
MeatyPizza,hasTopping,some,MeatTopping
Mild,hasSpiciness,only,Mild
MixedSeafoodTopping,hasSpiciness,only,Mild
MixedSeafoodTopping,isToppingOf,only,Pizza
MixedSeafoodTopping,isToppingOf,some,Pizza
MozzarellaTopping,hasCountryOfOrigin,some,Country
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,isToppingOf,some,Pizza
Mushroom,hasBase,some,PizzaBase
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasSpiciness,value,Mild
MushroomTopping,isToppingOf,some,Pizza
NamedPizza,hasBase,only,PizzaBase
Napoletana,hasBase,some,PizzaBase
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
Napoletana,hasTopping,some,CaperTopping
NonVegetarianPizza,hasTopping,some,(MeatTopping or OliveTopping)
NonVegetarianPizza,hasSpiciness,some,Mild
ParmaHamTopping,hasSpiciness,some,Mild
ParmaHamTopping,isToppingOf,some,Pizza
Parmense,hasBase,some,PizzaBase
Parmense,hasTopping,some,AsparagusTopping
Parmense,hasTopping,some,HamTopping
Parmense,hasTopping,some,MozzarellaTopping
Parmense,hasTopping,some,ParmesanTopping
Parmense,hasTopping,some,TomatoTopping
ParmesanTopping,hasSpiciness,only,Mild
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,isToppingOf,some,Pizza
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,only,Pizza
PetitPoisTopping,hasSpiciness,some,Mild
PetitPoisTopping,isToppingOf,some,Pizza
PineKernels,hasSpiciness,some,Mild
PineKernels,isToppingOf,only,Pizza
PineKernels,isToppingOf,some,Pizza
Pizza,hasBase,some,PizzaBase
Pizza,hasTopping,some,PizzaTopping
Pizza,hasSpiciness,some,Medium
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasSpiciness,some,Hot
PolloAdAstra,hasTopping,only,(ChickenTopping or GarlicTopping or MozzarellaTopping or RedOnionTopping or SlicedTomatoTopping or SweetPepperTopping)
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,PepperTopping
PolloAdAstra,hasTopping,some,TomatoTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,isToppingOf,only,Pizza
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,only,(LeekTopping or MozzarellaTopping or ParmesanTopping or RosemaryTopping or TomatoTopping)
PrinceCarlo,hasTopping,some,LeekTopping
PrinceCarlo,hasTopping,some,MozzarellaTopping
PrinceCarlo,hasTopping,some,ParmesanTopping
PrinceCarlo,hasTopping,some,RosemaryTopping
PrinceCarlo,hasTopping,some,TomatoTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasTopping,only,CheeseTopping
RealItalianPizza,hasBase,only,ThinAndCrispyBase
RealItalianPizza,hasBase,some,ThinAndCrispyBase
RealItalianPizza,hasCountryOfOrigin,some,Country
RedOnionTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,exactly,Medium
RocketTopping,isToppingOf,only,Pizza
RocketTopping,isToppingOf,some,Pizza
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,only,GorgonzolaTopping or MozzarellaTopping or TomatoTopping
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,hasValue,Mild
Siciliana,hasBase,some,PizzaBase
Siciliana,hasTopping,only,(AnchoviesTopping or ArtichokeTopping or GarlicTopping or HamTopping or MozzarellaTopping or OliveTopping or TomatoTopping)
Siciliana,hasTopping,some,AnchoviesTopping
Siciliana,hasTopping,some,ArtichokeTopping
Siciliana,hasTopping,some,GarlicTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
Siciliana,hasTopping,some,OliveTopping
Siciliana,hasTopping,some,TomatoTopping
SlicedTomatoTopping,hasSpiciness,only,Mild
SlicedTomatoTopping,isToppingOf,some,Pizza
SloppyGiuseppe,hasBase,some,PizzaBase
SloppyGiuseppe,hasTopping,only,(GreenPepperTopping or HotSpicedBeefTopping or MozzarellaTopping or OnionTopping or TomatoTopping)
SloppyGiuseppe,hasTopping,some,GreenPepperTopping
SloppyGiuseppe,hasTopping,some,HotSpicedBeefTopping
SloppyGiuseppe,hasTopping,some,MozzarellaTopping
SloppyGiuseppe,hasTopping,some,OnionTopping
SloppyGiuseppe,hasTopping,some,TomatoTopping
Soho,hasBase,some,PizzaBase
Soho,hasTopping,only,(GarlicTopping or MozzarellaTopping or OliveTopping or ParmesanTopping or RocketTopping or TomatoTopping)
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
SpicyPizza,hasSpiciness,some,Hot
SpicyPizza,hasTopping,some,PepperTopping
SpicyPizza,hasTopping,some,SauceTopping
SpicyPizzaEquivalent,hasSpiciness,some,Hot
SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping
SpicyTopping,hasSpiciness,some,Hot
SpinachTopping,hasSpiciness,only,Mild
SpinachTopping,isToppingOf,only,Pizza
SultanaTopping,hasSpiciness,only,Medium
SundriedTomatoTopping,hasSpiciness,exactly,Mild
SweetPepperTopping,hasSpiciness,only,Mild
ThinAndCrispyBase,isBaseOf,only,Pizza
ThinAndCrispyPizza,hasBase,only,ThinAndCrispyBase
TobascoPepperSauce,hasSpiciness,some,Hot
TobascoPepperSauce,isToppingOf,only,Pizza
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasIngredient,some,MozzarellaTopping
VegetableTopping,isToppingOf,only,Pizza
VegetableTopping,isToppingOf,some,Pizza
VegetarianPizza,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent1,hasTopping,only,(VegetableTopping or HerbSpiceTopping)
VegetarianPizzaEquivalent2,hasBase,some,PizzaBase
VegetarianPizzaEquivalent2,hasTopping,some,CheeseTopping
VegetarianPizzaEquivalent2,hasTopping,some,FruitTopping
VegetarianPizzaEquivalent2,hasTopping,some,HerbSpiceTopping
VegetarianPizzaEquivalent2,hasTopping,some,NutTopping
VegetarianPizzaEquivalent2,hasTopping,some,SauceTopping
VegetarianPizzaEquivalent2,hasTopping,some,VegetableTopping
VegetarianTopping,hasIngredient,only,(CheeseTopping or FruitTopping or HerbSpiceTopping or NutTopping or SauceTopping or VegetableTopping)
Veneziana,hasBase,only,PizzaBase
Veneziana,hasCountryOfOrigin,only,Country
Veneziana,hasTopping,only,CaperTopping or OliveTopping or OnionTopping or PineKernels or SultanaTopping or MozzarellaTopping or TomatoTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,TomatoTopping
ValuePartition,hasSpiciness,some,Spiciness
PizzaBase,isBaseOf,some,Pizza
FishTopping,hasIngredient,some,MixedSeafoodTopping
Food,hasCountryOfOrigin,only,Country
PizzaTopping,isToppingOf,some,Pizza
TomatoTopping,hasSpiciness,some,Mild
OnionTopping,hasSpiciness,hasValue,Medium
HamTopping,isToppingOf,some,Pizza
SauceTopping,hasSpiciness,some,Spiciness
NutTopping,hasSpiciness,some,Mild
PepperTopping,hasSpiciness,some,Mild
DomainConcept,hasCountryOfOrigin,some,Country
