Giardiniera,hasTopping,some,MozzarellaTopping
Giardiniera,hasTopping,some,MushroomTopping
Giardiniera,hasTopping,some,OliveTopping
Giardiniera,hasTopping,some,PeperonataTopping
Giardiniera,hasTopping,some,PetitPoisTopping
Giardiniera,hasTopping,some,SlicedTomatoTopping
GoatsCheeseTopping,hasSpiciness,some,Mild
GoatsCheeseTopping,hasSpiciness,only,Mild
GorgonzolaTopping,hasSpiciness,only,Mild
GorgonzolaTopping,isToppingOf,some,Pizza
GreenPepperTopping,hasSpiciness,only,Mild
GreenPepperTopping,isToppingOf,only,Pizza
HamTopping,hasSpiciness,value,Mild
HamTopping,isToppingOf,some,Pizza
HerbSpiceTopping,isToppingOf,some,Pizza
Hot,hasSpiciness,only,Hot
HotGreenPepperTopping,hasSpiciness,hasValue,Hot
HotGreenPepperTopping,isToppingOf,some,Pizza
HotSpicedBeefTopping,hasSpiciness,some,Hot
HotSpicedBeefTopping,hasSpiciness,only,Hot
HotSpicedBeefTopping,isToppingOf,some,Pizza
HotSpicedBeefTopping,isToppingOf,only,Pizza
IceCream,hasTopping,some,FruitTopping
JalapenoPepperTopping,hasSpiciness,only,Hot
LaReine,hasBase,some,PizzaBase
LaReine,hasTopping,some,HamTopping
LaReine,hasTopping,some,MozzarellaTopping
LaReine,hasTopping,some,MushroomTopping
LaReine,hasTopping,some,OliveTopping
LaReine,hasTopping,some,TomatoTopping
LeekTopping,hasSpiciness,only,Mild
LeekTopping,isToppingOf,only,Pizza
Margherita,hasBase,some,PizzaBase
Margherita,hasBase,only,PizzaBase
Margherita,hasTopping,some,MozzarellaTopping
Margherita,hasTopping,some,TomatoTopping
MeatTopping,isToppingOf,some,Pizza
MeatTopping,isToppingOf,only,Pizza
MeatyPizza,hasTopping,some,MeatTopping
Mild,hasSpiciness,only,Mild
MixedSeafoodTopping,hasSpiciness,only,Mild
MixedSeafoodTopping,isToppingOf,only,Pizza
MozzarellaTopping,hasCountryOfOrigin,some,Country
MozzarellaTopping,hasSpiciness,some,Mild
MozzarellaTopping,isToppingOf,some,Pizza
Mushroom,hasBase,some,PizzaBase
Mushroom,hasTopping,some,MozzarellaTopping
Mushroom,hasTopping,some,MushroomTopping
Mushroom,hasTopping,some,TomatoTopping
MushroomTopping,hasSpiciness,value,Mild
MushroomTopping,isToppingOf,some,Pizza
NamedPizza,hasBase,some,PizzaBase
NamedPizza,hasBase,only,PizzaBase
Napoletana,hasBase,only,PizzaBase
Napoletana,hasTopping,some,AnchoviesTopping
Napoletana,hasTopping,some,CaperTopping
Napoletana,hasTopping,some,MozzarellaTopping
Napoletana,hasTopping,some,OliveTopping
Napoletana,hasTopping,some,TomatoTopping
NonVegetarianPizza,hasTopping,some,MeatTopping
NutTopping,hasIngredient,some,PineKernels
NutTopping,hasSpiciness,some,Mild
NutTopping,isToppingOf,some,Pizza
OliveTopping,hasSpiciness,only,Mild
OnionTopping,hasSpiciness,hasValue,Medium
OnionTopping,isToppingOf,some,Pizza
ParmaHamTopping,hasSpiciness,hasValue,Mild
ParmaHamTopping,isToppingOf,only,Pizza
parmense,hasBase,some,PizzaBase
parmense,hasBase,only,PizzaBase
parmense,hasTopping,some,AsparagusTopping
parmense,hasTopping,some,HamTopping
parmense,hasTopping,some,MozzarellaTopping
parmense,hasTopping,some,ParmesanTopping
parmense,hasTopping,some,TomatoTopping
ParmesanTopping,hasSpiciness,only,Mild
PeperonataTopping,hasSpiciness,some,Medium
PeperonataTopping,hasSpiciness,only,Medium
PeperonataTopping,isToppingOf,some,Pizza
PeperonataTopping,isToppingOf,only,Pizza
PeperoniSausageTopping,hasSpiciness,some,Medium
PeperoniSausageTopping,isToppingOf,some,Pizza
PepperTopping,hasSpiciness,some,Mild
PepperTopping,isToppingOf,some,Pizza
PetitPoisTopping,hasSpiciness,some,Mild
PetitPoisTopping,isToppingOf,some,Pizza
PineKernels,hasSpiciness,only,Mild
PineKernels,isToppingOf,some,Pizza
Pizza,hasBase,some,PizzaBase
Pizza,hasBase,only,PizzaBase
Pizza,hasSpiciness,some,Spiciness
Pizza,hasSpiciness,only,Spiciness
Pizza,hasTopping,some,PizzaTopping
Pizza,hasTopping,only,PizzaTopping
PizzaBase,isBaseOf,some,Pizza
PizzaBase,isBaseOf,only,Pizza
PizzaTopping,isToppingOf,some,Pizza
PolloAdAstra,hasBase,some,PizzaBase
PolloAdAstra,hasBase,only,PizzaBase
PolloAdAstra,hasSpiciness,some,Hot
PolloAdAstra,hasSpiciness,only,Hot
PolloAdAstra,hasTopping,some,CajunSpiceTopping
PolloAdAstra,hasTopping,some,ChickenTopping
PolloAdAstra,hasTopping,some,GarlicTopping
PolloAdAstra,hasTopping,some,MozzarellaTopping
PolloAdAstra,hasTopping,some,RedOnionTopping
PolloAdAstra,hasTopping,some,SlicedTomatoTopping
PolloAdAstra,hasTopping,some,SweetPepperTopping
PrawnsTopping,hasSpiciness,some,Mild
PrawnsTopping,isToppingOf,some,Pizza
PrinceCarlo,hasBase,some,PizzaBase
PrinceCarlo,hasTopping,some,LeekTopping
PrinceCarlo,hasTopping,some,MozzarellaTopping
PrinceCarlo,hasTopping,some,ParmesanTopping
PrinceCarlo,hasTopping,some,RosemaryTopping
PrinceCarlo,hasTopping,some,TomatoTopping
QuattroFormaggi,hasBase,some,PizzaBase
QuattroFormaggi,hasBase,only,PizzaBase
QuattroFormaggi,hasTopping,some,CheeseTopping
QuattroFormaggi,hasTopping,only,CheeseTopping
RealItalianPizza,hasBase,some,ThinAndCrispyBase
RealItalianPizza,hasBase,only,ThinAndCrispyBase
RealItalianPizza,hasCountryOfOrigin,some,Country
RealItalianPizza,hasCountryOfOrigin,only,Country
RedOnionTopping,hasSpiciness,some,Medium
RedOnionTopping,hasSpiciness,only,Medium
RocketTopping,hasSpiciness,exactly,Medium
RocketTopping,isToppingOf,only,Pizza
Rosa,hasBase,some,PizzaBase
Rosa,hasTopping,some,GorgonzolaTopping
Rosa,hasTopping,some,MozzarellaTopping
Rosa,hasTopping,some,TomatoTopping
RosemaryTopping,hasSpiciness,only,Mild
SauceTopping,hasSpiciness,some,Spiciness
SauceTopping,hasSpiciness,only,Spiciness
SauceTopping,isToppingOf,some,Pizza
SauceTopping,isToppingOf,only,Pizza
subject,predicate,rtype,object
Siciliana,hasBase,some,PizzaBase
Siciliana,hasTopping,some,AnchoviesTopping
Siciliana,hasTopping,some,ArtichokeTopping
Siciliana,hasTopping,some,GarlicTopping
Siciliana,hasTopping,some,HamTopping
Siciliana,hasTopping,some,MozzarellaTopping
Siciliana,hasTopping,some,OliveTopping
Siciliana,hasTopping,some,TomatoTopping
SlicedTomatoTopping,hasSpiciness,only,Mild
SlicedTomatoTopping,isToppingOf,some,Pizza
SloppyGiuseppe,hasBase,only,PizzaBase
SloppyGiuseppe,hasTopping,some,GreenPepperTopping
SloppyGiuseppe,hasTopping,some,HotSpicedBeefTopping
SloppyGiuseppe,hasTopping,some,MozzarellaTopping
SloppyGiuseppe,hasTopping,some,OnionTopping
SloppyGiuseppe,hasTopping,some,TomatoTopping
Soho,hasBase,some,PizzaBase
Soho,hasBase,only,PizzaBase
Soho,hasTopping,some,GarlicTopping
Soho,hasTopping,some,MozzarellaTopping
Soho,hasTopping,some,OliveTopping
Soho,hasTopping,some,ParmesanTopping
Soho,hasTopping,some,RocketTopping
Soho,hasTopping,some,TomatoTopping
SpicyPizza,hasSpiciness,only,Hot
SpicyPizza,hasTopping,some,PepperTopping
SpicyPizzaEquivalent,hasSpiciness,only,Hot
SpicyPizzaEquivalent,hasTopping,some,HerbSpiceTopping
SpicyTopping,hasSpiciness,some,Hot
SpicyTopping,hasSpiciness,only,Hot
SpinachTopping,hasSpiciness,some,Mild
SpinachTopping,hasSpiciness,only,Mild
SpinachTopping,isToppingOf,some,Pizza
SultanaTopping,hasSpiciness,some,Medium
SultanaTopping,hasSpiciness,only,Medium
SundriedTomatoTopping,hasSpiciness,exactly,Mild
SweetPepperTopping,hasSpiciness,only,Mild
ThinAndCrispyBase,isBaseOf,only,Pizza
ThinAndCrispyPizza,hasBase,some,ThinAndCrispyBase
ThinAndCrispyPizza,hasBase,only,ThinAndCrispyBase
TobascoPepperSauce,hasSpiciness,some,Hot  
TobascoPepperSauce,isToppingOf,some,Pizza
TomatoTopping,hasSpiciness,some,Mild
TomatoTopping,hasSpiciness,only,Mild
UnclosedPizza,hasBase,some,PizzaBase
UnclosedPizza,hasBase,only,PizzaBase
UnclosedPizza,hasIngredient,some,MozzarellaTopping
ValuePartition,hasSpiciness,some,Spiciness
ValuePartition,hasSpiciness,only,Spiciness
VegetableTopping,isToppingOf,some,Pizza
VegetableTopping,isToppingOf,only,Pizza
VegetarianPizza,hasTopping,only,VegetableTopping
VegetarianPizzaEquivalent1,hasTopping,only,VegetableTopping or HerbSpiceTopping
VegetarianPizzaEquivalent1,hasTopping,some,VegetableTopping or HerbSpiceTopping
VegetarianPizzaEquivalent2,hasBase,some,PizzaBase
VegetarianPizzaEquivalent2,hasBase,only,PizzaBase
VegetarianTopping,hasIngredient,only,"""CheeseTopping|FruitTopping|HerbSpiceTopping|NutTopping|SauceTopping|VegetableTopping"""
Veneziana,hasBase,some,PizzaBase
Veneziana,hasBase,only,PizzaBase
Veneziana,hasCountryOfOrigin,some,Country
Veneziana,hasCountryOfOrigin,only,Country
Veneziana,hasTopping,some,CaperTopping
Veneziana,hasTopping,some,MozzarellaTopping
Veneziana,hasTopping,some,OliveTopping
Veneziana,hasTopping,some,OnionTopping
Veneziana,hasTopping,some,PineKernels
Veneziana,hasTopping,some,SultanaTopping
Veneziana,hasTopping,some,TomatoTopping
